bootstrap,converged,n_iter,log_likelihood,BIC,matching_cost,matched_size_p0,mean_zINT_p0,mean_zBE_p0,matched_size_p1,mean_zINT_p1,mean_zBE_p1,matched_size_p2,mean_zINT_p2,mean_zBE_p2,matched_size_p3,mean_zINT_p3,mean_zBE_p3,matched_size_p4,mean_zINT_p4,mean_zBE_p4,matched_size_p5,mean_zINT_p5,mean_zBE_p5,matched_size_p6,mean_zINT_p6,mean_zBE_p6
75,True,38,-155.03647475374177,599.5876585508115,4.021744576820268,279,0.14665499682430816,0.1130989380454568,22,-1.8494892708811794,-0.5495195962882269,102,0.9509146606400254,1.653545527888025,190,-0.9641853296406415,-0.47952785692317756,147,-0.296349475448084,-0.15935841575016868,81,-1.8332900255842368,-1.7427302254382682,345,0.9044206712816276,0.28654787786327945
76,True,47,-801.941257299377,1893.3972236420818,4.267858258195298,281,0.9067854297903907,0.1714498473907789,20,-1.9887152304864866,0.35693035622858915,73,0.257593879862917,1.2477536746938314,245,-0.5894911194512713,-0.4939003329044314,268,0.14465502492651616,0.12436724951076573,118,-1.6647615206439474,-1.5192736040490664,161,0.48157677439235214,0.8380225851662587
77,True,67,-235.12260460580038,759.7599182549287,4.670433865906228,209,-0.1736043859936269,0.6272197736145969,260,-0.008414239913230818,-0.7881754080987876,109,0.9676734968682822,1.6236163502679182,212,-0.38983771373326276,-0.43724705995037605,245,-0.0033249932986006573,0.20146294609786478,39,-1.7704030060543174,-0.5592502428218564,92,0.9456004944412463,-0.4169722952101147
78,True,39,-878.8841488720724,2047.2830067874727,2.8888645748989386,305,0.7520865548558948,0.32259125899177055,192,-1.3432389519782113,-1.1527804395300345,21,0.009957557053848678,1.3568880650641042,225,-0.44198910414482623,-0.16828422601090776,264,0.1241033277902613,0.06871699573465097,28,-1.5662766695376338,0.2897235051809049,131,1.4557396486808507,0.8749560804275653
79,True,34,-968.2737094405805,2226.0621279244892,3.4069664785384433,164,0.798376835736137,-0.15655718192741752,37,-1.1196372665216636,0.4900867605187312,140,0.9383066460846625,1.5327377040003727,254,-0.4150162424773358,-0.3143892956752032,220,0.1341304970068161,0.028993260734680757,174,-1.40928809137323,-1.2348784054135353,177,0.937167447269889,0.7496339358016563
80,True,54,592.3296733252456,-895.1446376071633,3.026852861656897,169,0.5736655649632558,0.46542992875259354,48,-1.1818752396831806,-0.20631227580046593,139,1.002718835487412,0.4915375909001577,297,-0.4438504654493444,-0.1917191686015805,223,0.14461229443910167,0.17519554395925863,154,-1.4891086443184474,-1.3820834057071492,136,1.4317721060115665,0.8388732758529556
81,True,43,-945.3397370063681,2180.194183056064,3.0863557658204006,261,0.716053869161617,0.1565452587760137,27,-1.5923981220367949,0.5275380483622814,84,0.7419576552311773,1.2547363262316749,282,-0.5263339054545871,-0.2773218524160752,234,0.12769379809274542,0.16169013947261024,153,-1.4951542434242548,-1.3854912429741875,125,1.414935601344683,0.9292455750784274
82,True,30,-636.6332182771916,1562.7811455977112,1.7231295540069278,291,0.7291631057838707,0.29716086240224027,45,-1.0089506405264943,-0.15459522474623547,122,0.8105665863194964,1.5381172383878108,242,-0.44572737240940863,-0.16370383929289672,229,0.13729789090377728,0.05804244985754931,165,-1.5133190450700682,-1.459670036252649,72,1.4180126172542111,0.617516959110412
83,True,54,166.29133606952837,-43.06796309572877,3.1622273284623406,247,0.20281490073940336,0.15665964071835994,90,-1.0633276082101497,-0.9115659041051896,111,0.9537329686611,1.6056728879991453,125,-1.006256574932635,-0.09694313727675953,164,-0.23030263453924985,-0.1661129006335944,109,-1.7680882694480888,-1.7480933327608947,320,0.9494773734624021,0.3233007044859207
84,True,25,-1033.1743139648156,2355.863336972959,3.3683684601741777,191,0.7842444278120447,-0.16669713413714532,333,-0.7014026743590629,-0.52563481012003,105,0.9688248091414053,1.5918215668104316,38,-1.1159484384491802,0.7172303005010321,251,0.13091655031014474,0.07388953251646452,83,-1.8370808888744665,-1.5667890526240968,165,1.0077065887465126,0.8125084914353684
85,True,33,-351.0524813797615,991.6196718028509,4.600551192341721,256,0.07372700298761456,0.07238659563229498,177,-1.0647209417765813,-0.6847897363970695,88,1.1676935128046946,1.6266482946991194,50,-1.427956457610345,-0.001591377836929138,144,-0.3671226661588431,-0.1315746777654462,69,-1.9506565019116258,-2.095279640647461,382,0.868269229410704,0.3073091075166503
86,True,26,-144.87809891329312,579.2709068699141,2.462452813876779,190,0.576172178993219,0.30055176956122837,303,-0.8879270646134426,-0.8756728649090002,112,0.9240803674975129,1.571629148550747,116,-0.6718818633014073,0.31841878302311927,226,0.14634699619981295,0.04810682067638725,40,-2.3126264862793287,-2.000217268830838,179,1.2054432096998617,0.42052261785595635
87,True,25,-467.6636408533183,1224.8419907499647,3.3934139407864725,51,-0.8279114817469743,0.6312064456806845,215,-1.0482949215941524,-0.9171386596469966,76,1.186024856810402,1.6286304909340839,150,-0.2963954021828264,-0.20134767568949577,246,0.13886535215618542,0.1863765704777333,56,-2.220496101387802,-1.4698954354954563,372,0.8957409957253663,0.3436859737753868
88,True,21,-1017.5305748098433,2324.5758586630145,2.6567117737758665,318,0.8171277614482056,0.4632218891860104,150,-1.0325656781662838,-1.1362661566608911,31,0.042783702192210775,1.3036297893635218,242,-0.5682755430827157,-0.12344334277882409,260,0.19315269276904098,0.2010239631910249,62,-2.0574974068128937,-2.104375976250435,103,1.4801014914473418,0.9371658505816595
89,True,50,-639.230246759796,1567.97520256292,1.4575340595796857,255,0.7614887504672759,0.3594526243634517,147,-1.1918823351321075,-0.5964508387579683,53,0.6596396004749624,1.5932172241706013,260,-0.5296262263663167,-0.30831554694899727,250,0.19196562145818866,0.10844537535865362,70,-1.6474431512566343,-1.646922891372786,131,1.4758962980561714,0.7851072796721886
90,True,47,-25.297086232839334,340.10888150900666,4.2250559377497305,312,0.7762129210555109,0.462136863415677,254,-1.1000483701454058,-0.8131950638448555,17,-1.638905933545562,0.548884169986802,153,-0.29028174825795783,-0.04425575155043651,279,0.15100706330498745,0.08650689897893704,36,-2.3588119672554377,-1.9116408744622058,115,1.4748734979938214,0.9371300748685962
91,True,54,-140.54323432037242,570.6011776840728,5.900358682129746,235,0.17368184930740208,0.09283653990132718,271,-1.2106828358596906,-0.9776283340297208,115,0.9155151214025725,1.6161055166435763,36,-1.3262893109421379,0.5494080632910425,163,-0.2581156694397857,-0.17535868474220567,10,-3.6261493497990958,-3.4786289888396817,336,0.9232398010750851,0.3178792716656723
92,True,67,-467.6053298470959,1224.7253687375198,4.022327683428426,192,0.24231399981090013,-0.8532346116568469,142,-0.7204920563286639,-0.1815252281088237,138,0.8835193201615072,1.520562378831545,226,-0.4117269108393986,-0.45786040376200976,154,0.22526888337466555,0.12560507679547622,70,-1.6458169067138673,-1.544006482358621,244,0.6227909038914655,0.7640137896983951
93,True,35,245.3482955109913,-201.18188197865464,3.855928877968311,268,0.09619195454671575,0.08627996133841054,116,-1.4745941411246293,-0.6506546371408062,78,1.077275314386778,1.651381821260823,108,-0.8046901257863857,-0.35947434199684497,156,-0.3542490856198343,-0.17584571761730763,63,-2.1095516373029684,-1.9607265131787381,377,0.8989995384377361,0.31901223005430507
94,True,55,-103.63787211758988,496.7904532785077,3.762850107992061,178,0.5981039980633838,0.3551325916318348,40,-1.1946704537152935,-1.0823364991182844,36,-1.5055299889846516,0.818071205352128,291,-0.5580187802501178,-0.26632360252590265,276,0.14991038511871413,0.1681039934422637,97,-1.8131738027833184,-1.7209123027428639,248,1.243276978716648,0.6827552727296999
95,True,67,51.19971488735257,187.11527926862283,4.804119197323498,326,0.7565831414552069,0.38959515379568727,187,-0.9332759894718619,-0.5760176220373376,14,-2.1036789965888736,0.3811916890063769,154,-0.33223303688246186,-0.12291307703871186,281,0.11821315033259613,0.1548453193501418,88,-1.9556714602588987,-1.6999548441993242,116,1.4695517119777681,1.075873235744293
96,True,45,-125.01478703608129,539.5442831154905,1.0501746824326035,280,0.7254876517109574,0.3099868711801892,223,-0.9908223073839033,-0.7847645836378307,57,0.765646074235084,1.4293581852502617,164,-0.247429113644075,-0.13000619685975603,233,0.16179407289350084,0.25704430360829356,86,-2.0086305899706667,-1.262281334981024,123,1.3894636325062275,0.7775306514298984
97,True,39,-538.4661954255891,1366.4470998945062,1.2361392142170011,274,0.7535124284486073,0.2683362664987946,57,-1.1253697548737234,-0.47767933535548723,124,0.6988887390077125,1.543325483299406,253,-0.44769749175960866,-0.20128468117419437,254,0.1429762270487907,0.045574199008605945,137,-1.6059649346572011,-1.4533542551256888,67,1.4522192695008056,0.7401815533340911
98,True,36,-837.9880917845531,1965.4908926124342,2.801495715838274,293,0.9333534542180643,0.1605001922782537,34,-1.3398912944210006,-0.7105768292342296,61,0.4578198460746077,1.407176064723079,185,-0.4355404689489836,-0.17275427945397953,260,0.14736771532228754,0.155273752400232,175,-1.457790644590573,-1.3844101486188272,158,0.34623770059678266,0.7873242319720554
99,True,35,-1284.209963522671,2857.93463608867,3.97501257055269,230,0.31191084204674,0.6964373849026658,247,-0.007687532495996434,-0.5582614183265264,111,0.9473502925438544,1.6543421931904656,237,-0.2989505961779806,-0.3687182390091855,95,-0.33267859212447426,0.23923832642786577,104,-1.3820434857548918,-1.3053939001760302,142,1.2192642638600966,0.18968014674910771
100,True,31,-1104.7613187116149,2499.0373464665577,3.366334849543412,29,-1.1218568731782466,0.4716763519416749,138,-1.1056140042535496,-0.9271695474489533,121,0.8507330931776139,1.6152732459970425,262,-0.42737584002791545,-0.2631208609939691,229,0.1609574170632704,0.053236594899004536,46,-2.002303582338031,-1.771398446298649,341,0.9314789678722376,0.2831583735451663
101,True,45,-268.43432312747666,826.3833552982812,4.041149052248888,232,0.19305447057472086,0.0733716046428794,212,-0.8885517835385225,-0.5466118655771849,115,0.873179331194958,1.6157302320857385,19,-1.4199868918041345,0.5008562008483208,150,-0.24318877107280823,-0.14414482268617398,98,-1.896590442020573,-1.680551376774267,340,0.9230337682360682,0.33357187341577715
102,True,52,-211.78153030873426,713.0777696607965,3.579045007799898,258,0.11385982371725754,0.13086260254435741,122,-1.2825024277016335,-1.2380617056087986,87,1.197644772963534,1.598792114509462,124,-0.8832663661884524,-0.09333314448736353,170,-0.3286753577971523,-0.2133786940708299,49,-2.4492988458158207,-1.5098101133467077,356,0.8943479249647296,0.34099168353771525
103,True,30,-159.45714464010166,608.4289983235312,3.2273099961734704,169,0.5923145630870856,0.24926616908862667,16,-1.4547892077924613,0.539555017811298,120,0.988290596501286,1.6029589198684382,287,-0.5379732827162982,-0.23400190197061485,233,0.15958349757358795,0.15256215748188676,169,-1.4431085471555392,-1.3605690350624637,172,1.1964739377826643,0.3120927539423088
104,True,48,594.1482605037784,-898.7818119642288,3.9532490590931277,177,0.5908324991641574,0.3006459760168663,16,-1.6044419491574295,0.521379466334465,131,1.0216709569661653,0.42607234021557006,368,-0.6397203588734092,-0.2358043001202606,243,0.15999404136215156,0.1731925565747269,101,-1.6348292181057165,-1.52689193248099,130,1.452509414768173,0.8714346614530929
105,True,32,741.6261695449713,-1193.7376300466146,3.8152745682731877,202,0.5781108529338537,0.4030263383390968,293,-0.9189339114544528,-0.8017118083113036,126,1.4552445608334976,0.9741367358959766,125,-0.7125856426850435,0.4666256962600308,240,0.1395439989840346,0.07290632712922417,53,-1.9738669013129069,-2.32001455037198,127,1.0166777068836763,0.45922439773204937
106,True,27,-1650.5408987782394,3590.5965065998066,4.529720219235193,546,0.18709709173260586,0.05928843302606259,131,-1.3636850970077554,-1.1809575482954777,114,0.90574188838043,1.5933123355935115,115,-0.714366295594451,-0.27064707535373256,19,-1.5674492025101183,0.3979390894183276,46,-2.414255008116316,-2.0876483436078295,195,1.154404433563179,0.3378530064317462
107,True,48,-1154.911878732628,2599.338466508584,3.905768878806641,26,-1.2707079356013673,0.6609573049578161,163,-1.0750268063978476,-0.8864093497841418,106,0.9256119988064911,1.6532131266099228,240,-0.3969546748640757,-0.1742974923893221,231,0.17532078685119545,0.0837320555008984,47,-2.151199994193347,-1.933841125363617,353,0.8902106931505904,0.25390951908388926
108,True,38,-976.3575140573411,2242.2297371580103,2.260854384079249,177,0.7876812127116525,-0.09442809481036142,153,-1.0966691376866746,-0.645727463087192,100,0.9167820588738195,1.603982203626384,240,-0.4293166502023297,-0.06717855264568512,267,0.14213363069324633,0.020842368734632133,56,-1.9987558407200003,-1.9275170416564928,173,1.007422395561719,0.7718873497073159
109,True,41,1598.009396627128,-2906.504084210928,3.0282567384822126,173,0.5997879236527548,0.44462151994177723,235,-1.099960185842052,-0.5332799098880191,135,1.0396324009981095,0.4367630880054294,174,-0.2799010310379522,-0.14147487161852462,272,0.15994344630740176,0.22904589493095112,65,-1.9944824130047243,-1.8590405054559156,112,1.4794768783434633,0.8654861096295607
110,True,58,-277.3798447076917,844.2743984587114,4.603284608766375,129,0.8474124029008595,-0.12123869135995712,277,-0.27731248797113145,-0.37882438114799016,123,0.9968851141410905,1.5461208131656665,218,-0.21630646592887864,-0.34632450395816994,225,-0.11672901531095807,0.06223529587562164,65,-1.1604598376690771,-1.7563522772576723,129,0.1968088296538166,1.0356837441515194
111,True,50,86.97810060213115,115.55850783906567,1.477010594579439,317,0.7274494602575221,0.2754154248923229,209,-1.0720496351395707,-0.5094292632651581,104,0.8562684969375154,1.5957327746777574,149,-0.33273993837321253,-0.1891624847088996,251,0.10714075113151034,0.07507323316853091,75,-2.074800226338404,-1.8258692168457906,61,1.4267828196456773,0.8146126188020048
112,True,37,-108.30373641020677,506.1221818637415,3.481627426870513,295,0.16318279997432208,0.11114571197197405,122,-1.2116259744917575,-1.2427851031829984,86,1.1926450659098036,1.6007337620795528,131,-0.7993398496637532,-0.10899090802990369,146,-0.2692516199576315,-0.062100599231184946,60,-2.468916375170009,-1.7268579950637335,326,0.9017928314716477,0.3430837784231841
113,True,41,792.7550346256512,-1295.9953602079745,2.872756609227273,191,0.579057073316379,0.4160685477811018,168,-1.2506887528161539,-1.2188319920078996,124,1.022379822815329,0.47228735764941104,266,-0.5408917158954494,-0.005342067590928273,267,0.13573432381743086,0.12185208963031659,26,-2.7498533076452243,-1.4699859786764904,124,1.4657025723142758,0.9036618088021461
114,True,41,1762.9047791606383,-3236.2948492779487,2.625794003843672,189,0.5585693297166616,0.47832990867608255,185,-0.9424113099726685,-0.5225804329988751,122,0.9962654577070046,0.5291492958239201,169,-0.3168229262640214,-0.14038170989775162,268,0.12087320172632086,0.15744944586533716,101,-1.9118529896125953,-1.5542498429994474,132,1.433961585697345,0.8318273270844192
115,True,53,1175.4624527555084,-2061.410196467689,2.5305234536047037,219,0.5586928056099576,0.34810165910517754,145,-1.434871941415322,-0.8387357448548697,107,0.98446784570225,0.5102728628152724,230,-0.45387603616867683,-0.20008554601107248,259,0.13291776551766268,0.11956965725492387,69,-1.5231321918078584,-1.4034292093219582,137,1.4102428857945453,0.9341565417102676
116,True,42,-1266.6540889231458,2822.8228868896194,3.809175548826752,371,0.21571177539801661,0.23775294626384183,129,-0.18882413741941598,-1.0063689199723864,160,0.45315101036482436,1.2399335739142698,77,-0.7560830334018063,-0.19038417414983244,221,-0.37059172009944624,-0.44911953471820776,73,-1.687852034158938,-1.5927639652383105,135,1.4237857350438734,0.8914501236184265
117,True,28,-217.04255889805904,723.599826839446,2.350453583039848,168,0.6036214588632727,0.3053387329554274,50,-1.093107245865844,-0.08321713181509109,93,1.0176024930488905,1.6604563188116686,292,-0.43984171599140615,-0.15848377855394455,256,0.15561215203031534,0.04028960087096796,130,-1.5673358749746609,-1.4894222983922851,177,1.2264777551117263,0.4075494521693938
118,True,22,779.0289943385717,-1268.5432796338155,2.303333178526019,206,0.5432209574430125,0.3318076511651125,198,-1.007197954031587,-0.5492781675464835,75,1.306618394544736,1.567890385383537,145,-0.3244442978700733,-0.1789377625012987,268,0.10938832978646931,0.1000194675478048,94,-2.2234459497722754,-1.6748379374530307,180,1.1505460871804725,0.3940536663525194
119,True,48,83.43464150928858,122.6454260247508,2.5434376274724384,304,0.8654920867051642,0.2086140802367908,214,-1.1046606151208278,-0.6966159067129188,125,0.9506960953132048,1.5635198501066232,157,-0.2693225615918775,-0.21947903014809916,242,0.1527609153115214,0.07219464587064922,60,-1.918886660888611,-1.6328350850782236,64,0.16247349266000324,0.6234121341590667
120,True,39,-45.065355561210595,379.64542016574916,1.4436805589467387,212,0.7640212056883781,0.19243839651866734,247,-0.933093247894426,-0.6301480807131958,80,0.8096577089467685,1.3028919368906764,143,-0.24735112748453317,-0.08543761775711436,282,0.18055898326764067,0.15541201616238107,81,-2.098944763800228,-1.2807788237864575,121,1.4642893155241636,0.9141960683329433
121,True,67,232.0841470107581,-174.65358497818823,4.2285989536926705,197,0.590637377059478,0.3937431323438214,221,-0.9022246344557328,-0.5209034543102274,18,-1.60643700059248,0.6341473406485031,147,-0.2861076027640128,-0.11246476577913639,257,0.15226488714773329,0.11740181426658439,85,-1.9676609129026312,-1.683511722519169,241,1.247286650855249,0.6936228248706409
122,True,50,-711.9634483994884,1713.4416058423046,1.256192471087634,276,0.7623279811454463,0.32581763637883554,72,-1.132191609267535,-0.6001334443953357,115,0.8222905438278518,1.5626006878691763,263,-0.41842832440093036,-0.10301112394777615,229,0.19092288885018227,0.08546877537195274,144,-1.540290397989378,-1.4861878665775603,67,1.458187149187821,0.7055137856736872
123,True,45,-704.3313890276286,1698.177487098585,2.1301335409927433,229,0.7252306038778004,0.1423459109301848,60,-1.2563793933743994,-0.22974377288111897,72,0.7496571774198452,1.3637885544530612,273,-0.5156621556957057,-0.3005771639014523,278,0.10977212656686967,0.12034448907615808,115,-1.5229096511079958,-1.4397830908475666,139,1.4384326758087749,0.9168480957827013
124,True,20,-102.2866652204551,494.08803948423815,3.2493109574518324,214,0.5828620068051996,0.333470305961766,291,-0.8700670943389265,-0.7823365956574332,61,1.3462790421385784,1.6290686335404927,119,-0.709932348513316,0.5243466169228949,266,0.13008579099249934,0.16512604091231642,42,-2.0427107990851163,-1.9997327498384248,173,1.224729789964879,0.3181267152558594
125,True,45,969.1209246153081,-1648.7271401872883,4.169399921429192,183,0.5528718099994588,0.4002988779530727,23,-1.2966879891582488,0.9018669155021708,132,1.0046227073080591,0.4771099093727715,208,-0.4832642143501861,-0.15872247061031983,295,0.10112091269086107,0.07092110550533029,197,-1.4498621489901833,-1.182520998989674,128,1.456373604616656,0.8878153051383532
126,True,49,1269.2141611383652,-2248.9136132334024,2.4768887714741745,175,0.57099973130855,0.38415980917967874,132,-0.8858209138946785,-0.6126614442017602,126,1.0202478329993516,0.48771669316487576,241,-0.610775034059272,-0.1779377315678216,263,0.1217516296177473,0.10821141147355992,93,-1.9027295529119408,-1.4296011081435305,136,1.4694959346901575,0.8652443609811292
127,True,58,-688.5990963197487,1666.7129016828253,4.2502757460646166,388,0.8883417329577659,0.4098834614372768,107,-0.6400125281383187,-1.0733184177914505,90,-0.5472862636280001,0.8431636192658063,189,-0.6376754435655607,-0.27051415644474147,228,0.10675058861116228,0.13441755292432517,109,-1.499408668373052,-1.7752501528717433,55,1.43091214521346,1.6115606922001442
128,True,44,-422.08516013354017,1133.6850293104083,1.1654022577471144,256,0.7634746275278756,0.33516230000002845,60,-1.2371994178178902,-0.49455268714143363,108,0.7637101419594658,1.6154995475411347,265,-0.4463011226240334,-0.2302112371050217,276,0.15305964861244287,0.06338214799898964,125,-1.6221554349823575,-1.5117118351657348,76,1.4685452772274952,0.6745506442624793
129,True,51,-164.89326610857677,619.3012412604814,4.0954071469889515,255,0.1575290937529787,0.07842389268598217,244,-1.0598086528103736,-0.8658123565716478,115,0.9375207942946389,1.57256443427816,25,-1.2915508677050798,0.37407281308007995,149,-0.2756759140677128,-0.055822304931741756,41,-2.551011671054855,-2.0443984743450683,337,0.8993958035215833,0.28936611194687584
130,True,40,120.15160897575453,49.211491091818914,0.970564660542356,276,0.7886203687505954,0.3299602349787035,255,-1.0588292852788135,-0.7255554436458649,57,0.6706370861559053,1.6627740346801856,143,-0.28263434490776895,-0.24316621216258513,263,0.15735450177108082,0.06951552585386965,55,-2.2722057120232066,-1.41771159482955,117,1.47732104180763,0.771369013233392
131,True,43,-149.08140415113215,587.6775173455923,2.210888563987208,318,0.8957941015254862,0.1793226713080951,226,-0.9768134615402285,-0.5780399985287453,95,0.9105775252437576,1.6182529985020215,149,-0.24752426039599704,-0.02411593367875654,252,0.17380900620507203,0.09333636153998924,80,-2.0100814266562477,-1.5149094619625645,46,0.8857663816174813,1.2959292888584695
132,True,73,-1190.3909872460542,2670.2966835354364,3.723810399396802,59,-1.0044623230422587,0.336364528976311,132,-0.9846710122842189,-0.6889961718696629,116,0.899875594862382,1.5801273916033869,201,-0.4937324249035519,-0.6153127091645467,211,0.12811523697459454,0.03763572244459221,74,-2.019766877572219,-1.5337077180888472,373,0.8732124752654571,0.2883312385205517
133,True,17,-202.07784781331014,693.6704046699483,2.434447426802873,144,0.5377928228020269,0.25122479119779834,346,-0.6869028092613367,-0.33905394362980706,118,0.9548819334643645,1.602076624780972,10,-0.6906286297934056,-0.28506566193788146,257,0.10233002322760773,0.05537689863850215,84,-1.7070678247055886,-1.470263538143357,207,1.1419428418081503,0.34696664793294285
134,True,60,218.2601715056941,-147.00563396806024,4.738796550378839,178,0.5655032288416261,0.4077222730259485,245,-0.9597103161500407,-0.6390078725426309,11,-1.721616843930789,0.445107203382543,166,-0.2696795005178875,-0.07358547246317917,244,0.14791186416186897,0.1951384138452639,54,-2.1485059679409244,-1.9416585402205586,268,1.1825096137338162,0.6632956878698524
135,True,24,-2287.929655642374,4865.374020328077,3.6680670698282962,173,0.5033281524271885,1.0344625423499445,245,-0.38939710344820505,-0.6120078112226403,107,0.8950562148106807,1.5955773346790936,28,-0.6602053296890907,0.2973555441462092,336,0.2041141003551664,0.15372562172322773,146,-1.5062748468916087,-1.4462669866928566,131,1.1884694671518548,0.13992963411196482
136,True,33,570.9998418995532,-852.4849747557785,3.8949162129727983,312,0.7881070013048777,0.4234227789468285,154,-1.479820012565951,-0.8412145465576669,271,0.16636984025270274,0.17984636048032873,126,-0.742235469979854,-0.30172948258193627,165,-0.28793281486357636,-0.1855448010486572,31,-2.1765191944026783,-1.924663399175491,107,1.5292778056015384,0.9823379943375138
137,True,60,-60.77415918137285,411.0630274060737,2.153850991643047,247,0.7615081125525939,0.25465015182271916,175,-0.4847767881481999,-0.5398794529622069,110,0.8304591449448009,1.608154411660608,278,-0.7635750151735222,-0.18108581006754218,242,0.13748578222686755,0.08477341002879428,50,-1.720200952129476,-1.9057325865744845,64,1.4883994514110888,0.60788855004424
138,True,40,-1109.4085962244571,2508.331901492242,4.189404103261782,245,0.1792388046545755,0.07183643314153712,211,-1.1429356891425884,-1.1661945700842877,101,0.8817247665110066,1.6493898412162544,46,-0.17199686094614153,-0.3843896217412087,270,-0.15220896465088563,-0.0019081878631240132,12,-3.659397962784441,-2.605420270180015,281,0.9617870540207473,0.622716028719463
139,True,44,-139.8946626428622,569.3040343290523,1.8667703501382398,237,0.7980464352720547,0.21618736599535252,199,-1.1026816574679807,-0.4534407433669361,66,0.7957056539469393,1.503681892767161,158,-0.2620545500367117,-0.15759241749662192,262,0.17696212430639965,0.20710729162749383,128,-1.4810510399766885,-1.2485363914490402,116,1.4940121473357346,0.9448269656375364
140,True,44,-887.3197760399632,2064.1542611232544,2.0607360025032513,346,0.8852697275289427,0.3407614541622158,101,-1.0909243834645597,-1.031719518507982,53,0.4502356632772093,1.4929663881511637,264,-0.5173577769438474,-0.1735300254011537,272,0.1464995212630203,0.17331720482396668,78,-1.9514056063741212,-1.5281941180189578,52,1.4504570921995183,1.613561284849523
141,True,49,-201.03365391656735,691.5820168764626,2.023149366254282,294,0.8869010392734791,0.14332743605588144,162,-1.188438016642593,-0.5409896279069871,105,0.9150892966557391,1.6730765217393224,156,-0.36179025310783974,-0.13828253774598062,270,0.0992451951148275,0.0030832007837169073,115,-1.6661009195976861,-1.381138961998142,64,1.0790819448572022,1.1744735874552823
142,True,37,883.9445178807046,-1478.3743267180812,2.2085511615309743,214,0.5627134985663136,0.3732662926471787,118,-1.382614145928541,-1.228709691953485,119,1.011805859502881,0.5222176527710914,267,-0.5575170854833611,-0.1985046064964813,260,0.11362113762974863,0.10619673728652386,61,-2.1503009534395763,-1.3237037880693168,127,1.4608982204394438,0.9064159870082038
143,True,55,-232.55959543875062,754.6338999208292,4.0905584516064835,255,0.12399557817354857,0.09019595701638591,19,-1.794286665686364,-0.39060721916803604,109,1.007120133332137,1.6297664783940835,189,-0.9085940586488573,-0.5312704521272157,143,-0.3050217635189081,-0.15354398906715006,90,-1.837705432122949,-1.680851626488294,361,0.8704150268099455,0.30493741040846734
144,True,43,-1142.260161061733,2574.035031166794,3.826904813499065,101,0.8617555694174815,-0.4417415927221199,22,-1.4115409761026818,0.6271619504960448,93,0.8798310141454506,1.6805561571793302,295,-0.5622395321550422,-0.38030504914680036,247,0.18396981272621837,0.1345680726854611,160,-1.4884063709533923,-1.2919678506351402,248,0.9847331448467928,0.6499886345517474
145,True,40,-466.2581032248434,1222.0309154930148,2.8519606200547525,21,-0.504903841520439,0.7030077528251845,48,-1.1447215330699783,-0.9714461497329452,108,0.9041844971631455,1.5818504647243443,259,-0.5142749156907725,-0.21894403552042807,255,0.13336206816806334,0.05219811593022021,112,-1.803269138227747,-1.655971527043179,363,0.8700087749427747,0.28442376183245677
146,True,30,-4.963181517090813,299.4410720775096,4.448560759568083,299,0.779659026480309,0.46796149091417816,163,-0.9100637895490075,-0.5067741995917994,39,-1.3639925076185213,0.3988953412297498,155,-0.266849504356348,-0.13402300887537805,264,0.16410135724960997,0.17107009791753847,121,-1.7865748798978882,-1.8919959669694921,125,1.4569539420674846,0.9433329744309642
147,True,51,-21.863849115763955,333.24240727485585,3.9226155704267605,288,0.8053867631371351,0.4057619002958809,164,-0.9797489923485502,-0.6381184547756972,52,-1.2038679689281,0.6214560271901045,164,-0.289555568953048,-0.10337075762655427,265,0.1582186928496757,0.14729650774901668,108,-1.738700836523572,-1.7570377683238017,125,1.5015414782578476,0.9878989021636528
148,True,56,-26.202406638378434,341.91952232008487,3.8136224433335846,311,0.7387267898954659,0.39802348285544176,190,-0.9819921926336769,-0.8399451952882427,49,-1.3480318662540105,0.5770928712364694,147,-0.30151628244239703,-0.08472819392487765,267,0.12462673007619068,0.12571434905235218,68,-2.166116124830622,-1.8785027075752305,134,1.4030557676319524,0.8829970284804693
149,True,40,1636.5893070723146,-2983.663905101301,2.7815514545437416,181,0.5279266462267858,0.38189466653586684,203,-1.1337897692941494,-0.45257641084169464,148,0.9852538895406288,0.45127321234254947,154,-0.3867278404008997,-0.14401128462348378,267,0.07059940291294328,0.13840963485121258,80,-1.7991205379077753,-1.6654321292625556,133,1.4425811328544726,0.8110993676257208
150,True,57,-1241.0145850887134,2771.5438792207547,3.5828556531136804,40,1.0398076972365846,-0.5864193622094224,262,-0.6406546324262765,-1.057341730197935,116,0.8870010609408145,1.602946260748406,267,-0.06088221171723559,-0.1939380064026576,209,0.08624635849708007,0.2787979504170988,27,-1.7184385473118333,-1.5334883529897636,245,0.5478879048169633,0.8856988517524013
151,True,44,799.0141528951788,-1308.5135967470296,3.1716459643904917,197,0.5445935969510312,0.470731722020674,34,-1.2967282532653974,0.01619966399446424,129,0.9684895475818102,0.5713171177345103,240,-0.433520720178622,-0.20010261787637615,244,0.1206976463202551,0.045168693803303746,183,-1.4371020920401485,-1.3049626958185732,139,1.3923854982125876,0.84868910085395
152,True,33,-615.7395294179097,1520.9937678791473,1.1631400168325214,278,0.7652580852304294,0.3414255093241355,63,-1.0846939570012808,-0.8944817888474922,95,0.8284950000053173,1.6473425006809659,257,-0.5145864588042037,0.034926724944330634,251,0.1570665172713731,0.09475729762322055,143,-1.512635856854083,-1.4342798089915145,79,1.4230081703019337,0.6834184684994389
