construct,profile_1,profile_2,mean_1,mean_2,t_statistic,df,p_value,cohens_d,CI95_lower,CI95_upper
PO,2,5,4.481481481481482,2.642857142857143,12.738297137121553,176.0,2.6721597626453023e-23,2.122783994580254,1.552543773533185,2.124704903715493
PO,2,6,4.481481481481482,4.075342465753424,3.105789529121995,179.0,0.002350695018494272,0.4974891247507781,0.14732078748986277,0.6649572439662523
PO,3,4,3.647727272727273,3.86734693877551,-3.45393894876486,507.0,0.0005987440314725711,-0.30569764186973947,-0.34454279063551563,-0.09469654146095882
PO,3,5,3.647727272727273,2.642857142857143,7.44163212807123,332.0,6.499900348761857e-11,1.229386257796641,0.7364949097557809,1.2732453499844794
PO,3,6,3.647727272727273,4.075342465753424,-3.5510431131796687,335.0,0.0005934028032863545,-0.5412840799751637,-0.6666073040818673,-0.1886230819704354
PO,4,5,3.86734693877551,2.642857142857143,9.092338435392723,313.0,3.042803102183893e-14,1.5473480028025282,0.9567917084517417,1.492187883384993
PO,4,6,3.86734693877551,4.075342465753424,-1.7330822649039592,316.0,0.08629352164046249,-0.27311568544857,-0.44622446286091,0.030233408905081777
PO,5,6,2.642857142857143,4.075342465753424,-8.471273472890447,141.0,3.2648407785349194e-14,-1.4204125268329866,-1.766849546622989,-1.098121099169574
PRI,0,1,4.243179122182681,3.258666666666667,16.862062306428346,404.0,6.699415201984203e-42,1.8504995932444035,0.8694638920635169,1.0995610189685117
PRI,0,2,4.243179122182681,4.774691358024692,-8.539445506894976,387.0,5.120432194986177e-15,-0.9963932426612168,-0.654316403796468,-0.40870806788755404
PRI,0,3,4.243179122182681,3.7929292929292933,10.306712290554456,543.0,7.176259889706197e-23,0.8819906664381081,0.36443729848589856,0.5360623600208776
PRI,0,4,4.243179122182681,3.9972789115646257,5.698551081668736,524.0,2.0186011005267178e-08,0.494231760515839,0.1611292010993398,0.3306712201367715
PRI,0,5,4.243179122182681,2.9095238095238094,11.898053535484406,349.0,1.8557946658501242e-19,2.163739563015001,1.1106283808204607,1.5566822444972832
PRI,0,6,4.243179122182681,4.397260273972603,-2.3384513232712596,352.0,0.021059458880989538,-0.29768001169729186,-0.2845718437590755,-0.023590459820767795
PRI,1,2,3.258666666666667,4.774691358024692,-20.75428911983969,231.0,3.4699795560179134e-54,-2.729442703022325,-1.6599666021709896,-1.372082780545061
PRI,1,3,3.258666666666667,3.7929292929292933,-9.203101225665888,387.0,2.6471780137683917e-17,-1.0373635534772205,-0.6486669274247026,-0.4198583251005499
PRI,1,4,3.258666666666667,3.9972789115646257,-12.811591156187378,368.0,2.462889694372e-28,-1.4864885504209884,-0.852243509573923,-0.6249809802219942
PRI,1,5,3.258666666666667,2.9095238095238094,2.9480685266610944,193.0,0.003992048209412231,0.5010052616197702,0.11413872503647407,0.5841469892492412
PRI,1,6,3.258666666666667,4.397260273972603,-14.946312240441031,196.0,2.0006270076594903e-32,-2.140666524238602,-1.2890115699990596,-0.9881756446128122
PRI,2,3,4.774691358024692,3.7929292929292933,15.853024540085853,370.0,5.8104518413055005e-36,1.9035564801154832,0.859559522673107,1.1039646075176912
PRI,2,4,4.774691358024692,3.9972789115646257,12.62983326407825,351.0,2.0121387738844717e-26,1.5648724507420502,0.6559311741703042,0.8988937187498292
PRI,2,5,4.774691358024692,2.9095238095238094,15.494167528882839,176.0,9.670267333478504e-29,2.6155474043637765,1.6264430912414174,2.1038920057603487
PRI,2,6,4.774691358024692,4.397260273972603,4.767178681821723,179.0,4.054429126179835e-06,0.7055827215577891,0.22111818347076947,0.5337439846334092
PRI,3,4,3.7929292929292933,3.9972789115646257,-4.785857713673033,507.0,2.236841401433273e-06,-0.4235604125694252,-0.28823770382810227,-0.12046153344256257
PRI,3,5,3.7929292929292933,2.9095238095238094,7.893419174451544,332.0,1.267059884915683e-11,1.4640068570408362,0.6607028805276272,1.1061080862833406
PRI,3,6,3.7929292929292933,4.397260273972603,-9.213111968979852,335.0,1.7577827739921425e-15,-1.2170169908407689,-0.7342603456660297,-0.4744016164205897
PRI,4,5,3.9972789115646257,2.9095238095238094,9.737360073103817,313.0,3.2052690054544887e-15,1.8424986182700258,0.8654398228987655,1.3100703811828671
PRI,4,6,3.9972789115646257,4.397260273972603,-6.130883770168391,316.0,1.3233610146438096e-08,-0.8449539115713,-0.5292383277072464,-0.2707243971087082
PRI,5,6,2.9095238095238094,4.397260273972603,-12.16416164054812,141.0,7.414384412398721e-22,-2.0580140556983433,-1.7302093340087172,-1.24526359488887
