profile,predictor,primary_beta,primary_p,primary_FDR_p,primary_OR,beta_drop_ATT,beta_drop_CON,beta_drop_COVID,beta_drop_PEU,beta_drop_PO,beta_drop_PRI,beta_drop_PU,beta_drop_SNO,p_FDR_drop_ATT,p_FDR_drop_CON,p_FDR_drop_COVID,p_FDR_drop_PEU,p_FDR_drop_PO,p_FDR_drop_PRI,p_FDR_drop_PU,p_FDR_drop_SNO,std_beta,std_FDR_p,n_FDR_sig_dropouts_of_total,fdr_sig_in_drop_ATT,fdr_sig_in_drop_CON,fdr_sig_in_drop_COVID,fdr_sig_in_drop_PEU,fdr_sig_in_drop_PO,fdr_sig_in_drop_PRI,fdr_sig_in_drop_PU,fdr_sig_in_drop_SNO,fdr_sig_in_standardized,primary_significant_FDR
4,Occupation,-0.04999956162996731,0.3462615368012585,0.5623897124569548,0.9512298414912793,-0.044954012611499984,-0.05011580326076495,-0.05141665083656676,-0.047625394234475676,-0.05043209681364593,-0.042936376742560074,-0.052004633775014554,-0.04732394682798428,0.6165930172354109,0.5282372418134926,0.542943159144705,0.604202801837735,0.5342604855603064,0.6142538653763356,0.5172668029249531,0.5750891802567917,-0.10421961529784789,0.5632011121706151,0,False,False,False,False,False,False,False,False,False,False
4,income,0.2256922394433236,0.03526443871118363,0.11002504877889292,1.2531899234947026,0.2287711195009715,0.22871309413976781,0.22956573248552997,0.22511284666950326,0.22646676847340255,0.2459025131455385,0.23826141127600922,0.17640433622647006,0.10630711007023393,0.09433398685115801,0.09223732116866865,0.12193832326315861,0.10012912995773549,0.07513228463087034,0.09552055110549766,0.22431598881905135,0.1951885528616606,0.109950040335883,0,False,False,False,False,False,False,False,False,False,False
5,ATT,-0.890253535838078,0.006926646629250715,0.028435707214818723,0.4105516499993569,,-0.904563856881644,-0.8913554187828281,-0.9439602845645279,-0.7638938209941277,-1.0731950006234576,-0.6492636365430756,-0.9979644344435081,,0.019461321566005357,0.02232973358903517,0.01833117235238793,0.06750025081367685,0.004226209491627463,0.1305650105902433,0.007273126430328549,-0.6961486802938942,0.02846269126262184,5,False,True,True,True,False,True,False,True,True,True
5,CON,-0.22956060272473608,0.5432784239572155,0.7459345853018612,0.7948827951149025,-0.4697271154729494,,-0.26645218427543055,-0.22929314389793556,-0.3245244314941699,-0.3474471834963529,-0.6680865648797673,-0.8050442154790906,0.41038420901169315,,0.6651221532325841,0.749914638525367,0.5662205548758936,0.5697451269930724,0.16760872897178036,0.0652756289791078,-0.17849214342049727,0.7460050337666566,0,False,False,False,False,False,False,False,False,False,False
5,SNO,-2.4597710108959348,2.0390292555982402e-10,5.301476064555424e-09,0.08545451688030403,-2.5164681975655565,-2.5474202771058114,-2.5549444267462436,-2.51297505749768,-2.2962781764429616,-2.540252966279797,-2.408915533569511,,1.441593276080386e-09,1.8344591297084e-10,1.6659901979405015e-10,1.9245408039901905e-09,2.2105494435999417e-08,8.362289522306681e-10,1.7163571068400458e-09,,-2.060798979190326,5.1926355362381864e-09,7,True,True,True,True,True,True,True,False,True,True
5,COVID,-0.2646513015346299,0.4854184227820607,0.7011599440185321,0.7674735201611804,-0.3680268346436896,-0.28764646236250474,,-0.3075345099865599,-0.2361955549847021,-0.2623238148444972,-0.843182904010073,-1.0641699399698814,0.5339517199259288,0.6515359857929641,,0.6288531827080642,0.7114277713013872,0.6599961295137825,0.07018575519905478,0.009122884465898023,-0.20342260975133294,0.702553141048269,1,False,False,False,False,False,False,False,True,False,False
5,PU,-2.597891807382811,5.768360594990586e-10,1.1248303160231643e-08,0.07443032639319898,-2.519732584567439,-2.6664645295022686,-2.6208020471404363,-2.7369116010867716,-2.431544093145947,-2.819020829550826,,-2.530037472040441,2.0840143351203143e-08,1.427584228335843e-09,1.2477019642521747e-09,1.5440497670454404e-09,3.9959405484985205e-08,3.3477519699398835e-10,,3.7004872552213715e-09,-1.9476191539191072,1.12201657871506e-08,7,True,True,True,True,True,True,False,True,True,True
5,PEU,-0.9191940558842158,0.0013250740671253269,0.0068903851490516995,0.39884035462369,-0.9663308705496172,-0.9068283971160983,-0.90921165888118,,-0.8120807938355139,-0.9676761835034301,-1.0623758237242726,-0.9643215636558377,0.0033585492751250137,0.007149928888532895,0.006903017056019313,,0.01936195358160623,0.0036000364298768906,0.0006301431740552899,0.0031651488416618305,-0.820755651088461,0.006833134484734866,7,True,True,True,False,True,True,True,True,True,True
5,PO,0.5341461707603273,0.08272680333954979,0.2233907954907598,1.705990995228338,0.3920946618565239,0.5366880913744373,0.5105835324608761,0.3085418381347778,,0.4072877633823814,0.06231853027736361,0.16869223488438526,0.38824677828308324,0.2001985228458792,0.2370817600412862,0.5330640038101795,,0.3982693185676647,0.9019488061991414,0.7669932115635771,0.48003760385041305,0.223293452715059,0,False,False,False,False,False,False,False,False,False,False
5,PRI,-2.079511933766633,2.7356375121622226e-08,3.0482817992664766e-07,0.12499120129883347,-2.202356926403923,-2.127866970481165,-2.0944474748556643,-2.1312521599910133,-2.057224176221864,,-2.4013227295750066,-2.189001719762214,2.0840143351203143e-08,8.530371557406978e-08,1.7439809725015703e-07,1.0375872309156834e-07,3.1609592472404187e-07,,1.6598483847034603e-10,8.196225365528816e-09,-1.484557705530336,3.089064457961942e-07,7,True,True,True,True,True,False,True,True,True,True
5,age,-0.06354963842410309,0.1185902477685599,0.2890637289358648,0.9384275360804888,-0.06435945653465995,-0.06163247713969823,-0.06386819667604028,-0.06908660568528402,-0.0677505957709389,-0.062059175933922184,-0.039880131115236195,-0.07489167827423365,0.28269334167993615,0.28969067459875814,0.264345426006809,0.24371542311173225,0.2292644541711653,0.29975388845546636,0.487602800390236,0.15548646679639808,-0.5054700215201895,0.2899040014399319,0,False,False,False,False,False,False,False,False,False,False
5,gender,-0.07013400434870155,0.861097485607393,0.9679899348703271,0.9322688834505795,-0.1758313305754022,-0.07639847644908537,-0.04498299270733619,0.020259453574221292,-0.08832048133514586,-0.12137931046929575,-0.16130034283024416,0.1464538880880085,0.8181438578981186,0.9544637018580558,0.9717844952632279,0.9868145687341521,0.931718660508047,0.9006542450487265,0.8562822041761955,0.819268888610634,-0.07146524586956852,0.9668043545825402,0,False,False,False,False,False,False,False,False,False,False
5,Education,0.11242771858085285,0.6931073135756807,0.8191268251348953,1.1189913717052067,0.0482069668657834,0.12747561321765427,0.1338927043051757,0.1845494388643272,0.029654012291426796,0.13485381928405765,0.048713488462025466,0.005372641252496347,0.9479800610146055,0.798434171559928,0.7912653107906548,0.7222808841582857,0.9933756944702243,0.7944700376437543,0.9019488061991414,0.9983672185317168,0.08176797216515651,0.8187212379316376,0,False,False,False,False,False,False,False,False,False,False
5,Occupation,-0.0077026498563550795,0.9449924294293892,0.9905612395197669,0.9923269395300814,0.0018575558001845838,-0.0058765382900273794,-0.009959450757389637,0.01375802850165479,0.008845559794271589,-0.0012632140649295348,-0.026659442859492635,0.039776485983118184,0.9866844976657251,0.985256007707097,0.9717844952632279,0.9831147357144747,0.9933756944702243,0.9907924719192073,0.9019488061991414,0.819268888610634,-0.016573284530463646,0.9901820138436779,0,False,False,False,False,False,False,False,False,False,False
5,income,0.13837086148959837,0.5561247598692096,0.7478188757354945,1.148401369151807,0.12503261287564435,0.1301009392847824,0.12822870928397717,0.12730995678864165,0.14142963228333877,0.2050377747963185,0.1410023311681525,-0.053745461268438266,0.7752215081851498,0.7565513387360846,0.7459424599167416,0.7963428609189428,0.7141532894612134,0.5697451269930724,0.700970181676552,0.8441406074833219,0.1198909512529513,0.7468866312682979,0,False,False,False,False,False,False,False,False,False,False
6,ATT,-0.24282556565110794,0.35329610141526646,0.5623897124569548,0.7844083295947584,,-0.06512677901768996,-0.2118427643733284,-0.28124289474284336,-0.2907174196512356,-0.2570236154054991,-0.23339595961320964,-0.1951688006264944,,0.9092006641687729,0.6402538057147654,0.4915872052128932,0.44728804841235276,0.5646769296294953,0.5597575319059143,0.653717296735839,-0.18967884600113297,0.5632011121706151,0,False,False,False,False,False,False,False,False,False,False
6,CON,0.5178366774824715,0.0859195367272153,0.2233907954907598,1.6783928144871925,0.42428220419364476,,0.6074783430539054,0.5037654946306837,0.49888636053313723,0.5444483613528277,0.554793520353218,0.6350201851348031,0.30375050377253415,,0.11268598638482566,0.24371542311173225,0.2292644541711653,0.20856213674892166,0.17856795103741233,0.100652244363326,0.4028081609607641,0.223293452715059,0,False,False,False,False,False,False,False,False,False,False
6,SNO,0.8515432690629536,0.01451374672257246,0.05193511770798345,2.343260344108971,0.8301711632080224,0.9261620893840825,1.0054704345799785,0.8052639760481589,0.7769306788729775,0.9292383254366885,0.8589503824769015,,0.06166263711694122,0.025365584726742725,0.0110013599944413,0.07523426668122858,0.07201709237333347,0.033761715483924155,0.06358102276138253,,0.7126657633714091,0.05204527619533215,3,False,True,True,False,False,True,False,False,False,False
6,COVID,0.4243577719930583,0.18510021641774987,0.3714357338907317,1.5286083892341975,0.39698666185005543,0.5354381078567275,,0.44406909346750467,0.452722243644431,0.44120160370237227,0.5334251149877852,0.6948472805589228,0.4123299946443818,0.21602946126797404,,0.38598360175839247,0.3384065547866534,0.38203156023970297,0.23186663277219616,0.07248119282436069,0.32673744270990995,0.3706384998947301,0,False,False,False,False,False,False,False,False,False,False
6,PU,0.7252467159113224,0.01496289521297726,0.05193511770798345,2.0652405648254097,0.7255807980388738,0.7492870811963699,0.7754874485222015,0.625865936591264,0.6434000374853845,0.7288285794287898,,0.7155527873511153,0.056680026109483805,0.036996640414377044,0.02950397987251694,0.12193832326315861,0.07859566871786629,0.05137654973853268,,0.05577912572924175,0.5434090544344387,0.05204527619533215,2,False,True,True,False,False,False,False,False,False,False
6,PEU,-0.5088036124694826,0.004957165312060604,0.022744640843572184,0.6012144341639332,-0.5157400086994045,-0.5020555446747048,-0.5193926258390376,,-0.5585102782966731,-0.4745518687204736,-0.46819648310179546,-0.499690835223096,0.01803265385844174,0.019675832849840008,0.016355515877554166,,0.007621474426223565,0.033761715483924155,0.056653599054132274,0.020936248997213337,-0.4538761087696338,0.022774218541349613,6,True,True,True,False,True,True,False,True,True,True
6,PO,-0.27306880131773875,0.18571786694536585,0.3714357338907317,0.7610404252435452,-0.29765361168301646,-0.25183969029834813,-0.2940949844780581,-0.3875861724667796,,-0.2482519936012056,-0.1679158568981952,-0.19302060065023352,0.3274382991080892,0.40422882966537627,0.3237022066966263,0.16672464538677845,,0.46646002734416403,0.601653316029937,0.5628373340188273,-0.2454534673079507,0.3706384998947301,0,False,False,False,False,False,False,False,False,False,False
6,PRI,0.4112532271282338,0.1612798197493971,0.34943960945702707,1.5087073538205351,0.40439935941750677,0.417510543238217,0.4245335589410474,0.3800884742585672,0.38127333083000736,,0.4738907038625305,0.5379448853757238,0.3673003054251169,0.3127213020436062,0.32063978367963303,0.3901330542226563,0.3592676999660768,,0.244792224471001,0.17314222407912094,0.29397594311408576,0.34857377968625713,0,False,False,False,False,False,False,False,False,False,False
6,age,0.005311096656374298,0.7774272274891064,0.9050645334947807,1.0053252255324219,0.004945278512325167,0.00530261664726021,0.0046274715621808515,0.002526734762778961,0.006433169939900397,0.004514321968160727,0.0056921065552960155,0.00803601320222851,0.905614657720722,0.9092006641687729,0.9342669002826578,0.9831147357144747,0.8635622243429448,0.9019234898682578,0.9019488061991414,0.8106993333605893,0.04233624983600979,0.9047535870583399,0,False,False,False,False,False,False,False,False,False,False
6,gender,-0.41390542397712365,0.15584379709599677,0.3473090335282214,0.6610634690632964,-0.4549289331527087,-0.41102148899781515,-0.43332316591562325,-0.38614733292324316,-0.39857013181380463,-0.33727355390592334,-0.36718448199952103,-0.47632380759200815,0.28269334167993615,0.31354291153508257,0.30699311793781625,0.3901330542226563,0.3500020941211532,0.46646002734416403,0.38292574439077176,0.22431598881905135,-0.4151616694133908,0.34453391265333144,0,False,False,False,False,False,False,False,False,False,False
6,Education,-0.11227797475472225,0.5656578675435151,0.7478188757354945,0.8937957703053514,-0.12307028085399942,-0.13621254073894165,-0.12539225470170398,-0.08299542394156412,-0.10706696225048025,-0.11803966106376479,-0.09327643681626448,-0.06875569131636823,0.7295722935347206,0.6841721761072246,0.6879334680499491,0.8290395869971319,0.7503556632618524,0.7071914524547603,0.8161765208678357,0.819268888610634,-0.08167122281523888,0.7470392018142269,0,False,False,False,False,False,False,False,False,False,False
6,Occupation,0.18623355109057926,0.01330842706136917,0.05190286553933976,1.204703587360892,0.19008234888065637,0.19029440928636512,0.19574492722722803,0.19756686887149064,0.18370154958786084,0.1930779519298631,0.18200006107912137,0.19311094182388427,0.0449973246458353,0.036996640414377044,0.02950397987251694,0.035952808173724336,0.05634645421326343,0.04003872918421332,0.06425719899838256,0.03400836602350873,0.3879201084282862,0.05193272765625971,6,True,True,True,True,False,True,False,True,False,False
6,income,0.14107439600542548,0.4112815884054549,0.6169223826081823,1.1515103125656145,0.14114980921752812,0.16375448885913702,0.13642298965427174,0.1558636476581246,0.145694283487039,0.13550505122797163,0.15794564538547995,0.1801237509284483,0.6165930172354109,0.5282372418134926,0.6402538057147654,0.604202801837735,0.5662205548758936,0.6173120805800609,0.5571373603662416,0.5076725052212945,0.12204088173891696,0.6166083353379115,0,False,False,False,False,False,False,False,False,False,False
